Player,Pos,Age,Team,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Player Reference,Season,League
Sam Young,SF,24,MEM,80,1321,.451,.483,.196,.462,.777,.518,.352,.113,98,98,55,92,102,95,117,51,-38.7,-28.3,youngsa01,2009-2010,NBA
Thaddeus Young,PF,21,PHI,67,2145,.470,.495,.348,.499,.691,.523,.203,.170,102,101,98,100,91,96,68,76,-2.2,-35.7,youngth01,2009-2010,NBA
Alex Acker,SG,26,TOT,25,199,.395,.411,.350,.441,.500,.448,.132,.263,86,85,95,88,65,82,43,117,-9.0,-15.5,ackeral01,2008-2009,NBA
Alex Acker,SG,26,DET,7,20,.364,.571,.000,.364,.500,.379,.182,.364,79,118,,73,65,70,59,162,-3.0,-3.9,ackeral01,2008-2009,NBA
Alex Acker,SG,26,LAC,18,179,.400,.388,.438,.454,.500,.460,.123,.246,87,80,119,91,65,84,40,110,-6.0,-11.6,ackeral01,2008-2009,NBA
Hassan Adams,SG,24,TOR,12,52,.308,.308,,.308,.500,.352,.462,.000,67,63,,62,65,65,151,,-5.0,-6.0,adamsha01,2008-2009,NBA
Arron Afflalo,SG,23,DET,74,1234,.437,.456,.402,.508,.817,.548,.237,.357,95,94,110,102,106,101,77,159,5.1,2.4,afflaar01,2008-2009,NBA
Maurice Ager,SG,24,NJN,20,97,.349,.405,.000,.349,.500,.365,.186,.140,76,84,,70,65,67,61,62,-13.0,-16.6,agerma01,2008-2009,NBA
Blake Ahearn,PG,24,SAS,3,19,.333,.000,.500,.500,1.000,.581,.333,.667,73,,136,100,130,107,109,298,.0,.5,ahearbl01,2008-2009,NBA
Alexis Ajinça,PF,20,CHA,31,182,.362,.373,.000,.362,.714,.430,.406,.029,79,77,,72,93,79,133,13,-19.0,-18.5,ajincal01,2008-2009,NBA
LaMarcus Aldridge,PF,23,POR,81,3004,.484,.489,.250,.486,.781,.529,.269,.023,105,101,68,97,101,97,88,10,-33.5,-43.3,aldrila01,2008-2009,NBA
Joe Alexander,SF,22,MIL,59,716,.416,.432,.348,.449,.699,.494,.339,.188,91,89,95,90,91,91,111,84,-24.9,-28.5,alexajo01,2008-2009,NBA
Malik Allen,PF,30,MIL,49,579,.429,.432,.000,.429,.476,.435,.124,.006,94,89,,86,62,80,40,3,-23.9,-39.2,allenma01,2008-2009,NBA
Ray Allen,SG,33,BOS,79,2876,.480,.542,.409,.575,.952,.624,.239,.467,105,112,112,115,123,115,78,209,157.4,182.4,allenra02,2008-2009,NBA
Tony Allen,SG,27,BOS,46,887,.482,.510,.222,.493,.725,.541,.384,.095,105,105,61,99,94,99,126,42,-3.9,-2.4,allento01,2008-2009,NBA
Morris Almond,SG,23,UTA,25,255,.407,.438,.294,.438,.808,.498,.321,.210,89,90,80,88,105,91,105,94,-10.0,-8.6,almonmo01,2008-2009,NBA
Rafer Alston,PG,32,TOT,77,2447,.385,.417,.338,.454,.750,.494,.254,.404,84,86,92,91,97,91,83,180,-75.7,-92.4,alstora01,2008-2009,NBA
Rafer Alston,PG,32,HOU,48,1591,.370,.387,.348,.446,.789,.484,.209,.441,81,80,95,89,102,89,68,197,-55.8,-68.6,alstora01,2008-2009,NBA
Rafer Alston,PG,32,ORL,29,856,.413,.462,.317,.466,.707,.509,.332,.339,90,95,86,93,92,94,109,151,-19.9,-23.9,alstora01,2008-2009,NBA
Lou Amundson,PF,26,PHO,76,1044,.536,.538,.000,.536,.442,.530,.480,.004,117,111,,107,57,97,157,2,18.1,-8.7,amundlo01,2008-2009,NBA
Chris Andersen,C,30,DEN,71,1460,.548,.560,.200,.551,.718,.608,.620,.034,119,115,55,110,93,112,203,15,30.1,47.4,anderch01,2008-2009,NBA
Ryan Anderson,PF,20,NJN,66,1312,.393,.417,.365,.478,.845,.532,.285,.464,86,86,100,96,110,98,93,207,-17.8,-11.7,anderry01,2008-2009,NBA
Carmelo Anthony,SF,24,DEN,66,2277,.443,.455,.371,.469,.793,.532,.388,.141,97,94,101,94,103,98,127,63,-73.5,-34.3,anthoca01,2008-2009,NBA
Joel Anthony,C,26,MIA,65,1048,.483,.483,,.483,.652,.521,.390,.000,105,100,,97,85,96,128,,-4.0,-6.5,anthojo01,2008-2009,NBA
